text,label
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,5
Can you see my new balance yet?,5
How long does it take for money to transfer as my balance hasn't been updated,5
How long do I have to wait for my bank transfer to appear in my account?,5
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,5
Are bank transfers immediate?,5
I transferred money to my account but it is not showing.,5
What happened to the transfer I did?,5
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,5
How long does it take for money to reach my account?,5
"I did a transfer to my account, but it hasn't shown up",5
My account isn't showing a transfer I made.,5
The funds I transferred are not in my account,5
How long do bank transfers usually take?,5
Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,5
How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.,5
Can you tell me why the transfer isn't showing up on my account?,5
Balance is not up to date.,5
my transfer isn't there,5
I made a bank transfer and the balance hasn't updated yet.,5
Why wasn't my bank balance updated?,5
How long do I have to wait until the transferred money shows up?,5
A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,5
I can't see the transfer that I put in.,5
When will my transfer process?,5
"Is something wrong with my account, my balance didn't change after I transferred some money",5
"It has been a couple of hours but I do not see my balance updated, can you help?",5
What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,5
Why is my last cheque deposit taking so long?,6
I am still waiting for a the cash I deposited this morning,6
"I tried using a check to update my balance, but it isn't work? Is something wrong?",6
I deposited cash but it isn't showing up in my account,6
I put some cash into my account but it's not displaying that on my balance.,6
Why hasn't my cash been deposited yet?,6
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",6
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,6
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",6
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",6
cash and check deposit has not gone thru,6
"my balance has not changed, despite depositing a cheque",6
Why did my cash deposit not show up?,6
Why is my money not in my account. I have already sent it out.,6
I placed a cash deposit in my account but I can't see it yet.,6
I'm not seeing my cash deposit showing up in my account.,6
Last week I put a cash deposit into my account and it is still isn't there.,6
I checked the app and my balance has not been updated for the cash or cheque deposit.,6
"I put some money in my account the other day and it's not gone in yet, can you help with this?",6
I did a cash deposit to my account but it doesn't show up,6
I can't see my cash deposit in my account.,6
"I deposited money in the form of a cheque, but my balance has not increased.",6
Where is the cash deposit I made?,6
"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",6
Why is my deposit still pending?,6
I made a cash deposit and the balance wasn't updated.,6
I did a cash deposit to my account but my balance is still the same. What happened?,6
I just deposited cash to my account and can't find it!,6
Online banking is not showing my cheque or cash deposit so the balance is incorrect.,6
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,6
When will my cheque be processed?,6
What happens if I deposit a cheque accidentally?,6
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,6
When will my deposit from this morning show up?,6
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,6
Where is my missing cheque I deposited?,6
My balance doesn't show my deposit.,6
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,6
I made a deposit and the balance hasn't been updated.,6
I have yet to receive the cash I added to my account this morning.,6
Why isn't my cash deposit showing up in my account?,6
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",6
I deposited a cheque but the cash hasn't arrived yet,6
I've already sent the money out and still have not received money in my account.,6
I have made a recent check and cash deposit that isn't reflected in my balance.,6
I placed a cheque but the funds aren't there,6
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,6
"the balance has not changed, but I have deposited some money",6
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",6
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,6
I've deposited a check but the cash isn't showing that it's there yet.,6
Waiting for the cash I deposited this morning still,6
"I put cash in my account, but I don't see it.",6
Where did the money I deposit go??,6
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",6
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,6
Why is the cash not showing in my account for the check I deposited?,6
When will the check I deposited post to my account?,6
How do I see my updated balance after I make a cheque or cash deposit?,6
Why isn't my deposit in my account?,6
Where is my cash deposit in my balance?,6
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,6
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",6
How long does it take for a cheque to post to your account?,6
Why has my account balance not changed after depositing a cheque?,6
Where is the cash I deposited?,6
Why is my balance still the same after a cheque deposit?,6
Why is my check still not showing up on my account? It's been a week already,6
Why isn't my balance updating after depositing cheques and cash.,6
My cash deposit isn't in my account. What happened?,6
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,6
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,6
Why isn't my deposit showing up?,6
My balance was not updated with my checque or cash deposit.,6
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",6
My cash deposit from a week ago is still not in my account. Can you help me please?,6
I made a deposit but it is not showing up in my balance.,6
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,6
The cheque I deposited isn't showing in my account,6
my check or cash deposit has not shown up,6
Why isn't my cash deposit showing up in my account? I deposited it this morning.,6
"I deposited a cheque, why isn't my balance showing that I did?",6
Why hasn't my cash arrived from a deposited check?,6
"I put money in my account a week ago but its still not there, what is happening?",6
"I made a cash deposit, but it hasn't shown up in my balance yet.",6
"When will I see my cash, since I already deposited my check?",6
"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",6
I haven't seen the cash yet from the cheque I deposited.,6
I've deposited a check in my account but the cash isn't showing as available.,6
"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",6
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,6
Why am I not seeing the check I deposited this morning in my account?,6
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,6
My cash deposit hasn't posted to my account.,6
"I had a cheque deposited, but I don't see my money yet?",6
My balance is not right. It has not been updated for the cash or cheque deposit.,6
"After I deposited my cash, I still don't see it in my account.",6
I made a cash deposit going to my account but it is not there,6
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6
My cheque deposit didn't seem to work.,6
I still do not see the cash deposit in my account from last week. Why?,6
When will my cheque process?,6
"I deposited a check, but haven't received the funds for it.",6
After depositing a cheque my balance did not change.,6
Cash has been deposited this morning but it hasn't came through.,6
I deposited a cheque a week ago but have yet to receive the cash.,6
"I put money into my account in the form of a cheque, but my balance did not change.",6
"I deposited cash into my account a week ago and it is still not available, please tell me why? I need the cash back now.",6
"My mother deposited a cheque into my account last week, why is it still not showing up?",6
Why hasn't my balance been updated from the check deposit I made?,6
Where is the money I put in the bank?,6
I haven't received the cash from the check I deposited.,6
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,6
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,6
"Even though I made a cash deposit, I am not seeing it in my account.",6
I put money in my account a week ago but its still not there?? What happened to my money?,6
Why did the cash deposit not show up in my account?,6
What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,6
"I deposited cash into my account, why do I not see it?",6
Can you tell me why a cheque deposit isn't showing in my balance?,6
Why is my cash deposit not in my account?,6
Why isn't my money from a check deposit showing?,6
"I put my check in the bank, but I haven't gotten my cash yet?",6
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,6
i used a check check yesterday to balance my account and it isn't showing up?,6
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",6
"My friend deposited $100 into my account, but it is not showing up!",6
The cash deposit I made this morning has not been credited to my account,6
"I did a cash deposit to my account, but I am not seeing it on my statement.",6
I deposited a cheque but I don't see the funds in my account.,6
When will my deposit post to my account?,6
I am still waiting for the cash to be returned from a cheque I deposited!,6
How long does it take to show a deposit I made to my balance?,6
I deposited cash into my account and I'm having trouble seeing it on my account.,6
"I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!",6
How long do cheques take to post to your account?,6
I deposited money but my balance hasn't been updated yet.,6
"I deposited cash this morning, but it is not yet available.",6
I have cash deposit to my account but it is experiencing a problem,6
How long will it take for the cash I deposited this morning to show up?,6
The cast deposit from a week ago still is not in my account. Why?,6
Why is the check I deposited this morning not showing up?,6
How long do deposits take to appear? I've been waiting for more than a week and need the money!,6
When will my deposit be processed?,6
I am still awaiting the money I put into my account this morning.,6
Why am I still not able to see the money I deposited a week ago? This is urgent!!,6
I deposited a check a few days ago and it's still not gone in! Please help me with this,6
I made a check and cash deposit that wasn't credited to my account.,6
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",6
Why hasn't my cheque processed?,6
I am still currently waiting for the cash that has been deposited into the account this morning.,6
I sent a check into the system but still haven't received the cash yet,6
I recently deposited a cheque and cannot find the cash from it.,6
When will I receive the cash payment from the check I deposited?,6
My cheque is slow to cash,6
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,6
Why haven't I seen the cash from the cheque I deposited yet?,6
My cheque is taking a while,6
I made a cash deposit to my account but i don't see it,6
The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,6
where is my money from this morning,6
Why is it taking so long for my money to appear in my account? I have been waiting a week!,6
"I deposited a cheque, but the balance hasn't changed yet.",6
My account balance has not updated since I deposited a cheque recently.,6
How long does a check take to show up in the account balance?,6
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,6
Why hasn't my account updated?,6
I haven't received the money from the check I deposited.,6
"I deposited a cheque with some money, but the balance hasn't changed.",6
"I deposited a cheque, but my account balance stayed the same.",6
Why hasn't my balance been updated? I've deposited a few cheques some days ago!,6
why hasn't my cash arrived yet from my cheque?!,6
I made a check deposit but the cash hasn't arrived in my account yet.,6
The balance hasn't changed yet after depositing a cheque with some money.,6
What happened to my cash deposit?,6
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",6
"After my checque or cash deposit, my balance didn't update.",6
When will my balance reflect a deposit?,6
I made a cash deposit to my account but it is not there,6
I deposited a cheque and its been days and I still haven't received the cash!!,6
"I deposited some money, but the balance has not changed.",6
is there something blocking me from making transfers,7
What are the reasons for my beneficiary not being allowed?,7
Is there something wrong with the transferring functions? I keep trying to transfer funds and only get an error message.,7
What are the reasons a beneficiary would be denied?,7
A transfer to my account was denied.,7
Why was I not allowed to do a transfer to a beneficiary?,7
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,7
What is the reason for my beneficiary to be disallowed?,7
Can someone explain why I'm getting a message on my screen saying my transfer isn't possible? I've done several in the past and haven't had a single problem until now. What's going on?,7
I tried transferring to an account but it won't let me.,7
It's not letting me transfer money to my beneficiery.,7
My transfer to an account failed.,7
Why is my beneficiary not allowed?,7
For some reason I am unable to preform a transfer to a beneficiary.,7
My beneficiary is not allowed?  Why?,7
I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,7
What is the reason I couldn't do a transfer to a beneficiary?,7
I got a message that I cannot name X as a beneficiary.,7
Why am I not allowed to add a certain beneficiary?,7
Why can't my beneficiary access my account?,7
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,7
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,7
My beneficiary didn't receive my transfer,7
why didnt a transfer to my account process,7
Why can I not do a  transfer,7
Why didn't my transfer to a beneficiary go through?,7
"For some reason, I'm unable to transfer funds.",7
Why has my beneficiary been denied?,7
I need to transfer to my account and cant.,7
Why am I not allowed to transfer money to my cryptocurrency exchange?,7
what are the reasons why you would not be able to process a payment,7
Why can't I transfer to another account?,7
Are there restrictions to transfers to certain accounts?,7
Please tell me why I am having problems transferring to a beneficiary.,7
I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange.,7
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,7
i tried to do a transfer to an account but it didn't work,7
I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,7
Why is my beneficiary being denies?,7
Why does my transfer keep generating an error message?,7
I want a reason as to why my beneficiary is not allowed?,7
"Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem?",7
Why can't a beneficiary receive a money transfer from me?,7
Why won't my transfer to another account work?,7
My account transfer was not cleared.,7
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",7
I wasn't able to do a transfer to an account,7
Why would a transfer to an account not be allowed?,7
why is a transfer to beneficiary not possible?,7
Why did my transfer to a beneficiary fail?,7
Explain why I can't do a transfer to an account.,7
Why can't my beneficiary get access?,7
I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.,7
I cannot make a transfer to another account.,7
Why can't I transfer money to a beneficiary,7
why didnt my account allow a transfer,7
are transfers to a beneficiary possible,7
Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,7
Will a beneficiary not accept a transfer?,7
Why would a transfer to a beneficiary not go through?,7
For what reason can I not transfer money to a beneficiary?,7
What happens when a beneficiary can't receive my transfer?,7
i tried to transfer cryptocurrency into my account but was denied,7
Why wasn't my payment to beneficiary X approved?,7
My transfer to a beneficiary did not go through.  Why?,7
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,7
Why won't you let me name X as a beneficiary?,7
Why couldn't I transfer funds to my beneficiary?,7
Why can't I transfer money to a beneficiery?,7
Am I allowed to transfer money to a beneficiary?,7
Why didn't my transfer to a beneficiary happen?,7
A transfer was not allowed to an account.,7
Why can't I use this beneficiary?,7
"I want to transfer money to a beneficiary, but I couldn't.",7
My funds are not transferring to my bank. Why is this not working?,7
Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,7
I am trying  to  transfer and  it has been  stopped why is  that,7
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",7
I am trying to complete a transfer but I keep getting an error message.,7
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",7
My account did not allow the transfer.,7
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",7
Why was my transfer stopped ?,7
Why is allowance not being given to my beneficiary?,7
I have been trying to exchange this for crypto but the app won't work could you please help me?,7
The transfer to my account was not allowed.,7
My beneficiary is unable to transact,7
I need to move money to another beneficiary. Why is it not working?,7
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,7
the transfer to an account wasn't allowed is there any other way for me to do it,7
I was unable to transfer money to a beneficiary.,7
Why can't I use my beneficiary?,7
Why is this beneficiary being rejected?,7
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",7
why did my account decline a incoming transfer,7
Why will my transfer not go through?!  Keep getting an error message.,7
My transfer to a beneficiary was rejected.,7
The transfer to my beneficiary has not gone through,7
I wasn't allowed to transfer to my account,7
I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,7
I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.,7
My money didnt go through after I transferred.,7
I tried transferring to an account but it didn't go through. What happened?,7
I cant transfer money into my account,7
why can't my beneficiary make transactions?,7
Why can't I add any beneficiary I choose?,7
Why am I unable to transfer money when I was able to before?,7
"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?",7
Why is a transfer to a beneficiary not possible?,7
Can you please explain why my beneficiary is not allowed?,7
"I tried transferring money to a beneficiary, however, I was unsuccessful.",7
The app won't let me transfer money to a beneficiary,7
Why can I not do a transfer to a beneficiary?,7
why wasn't a transfer to account approved,7
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",7
Why is my beneficiary not being allowed to get payment services?,7
"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",7
Why can't I transfer to an account?,7
I could not transfer funds to a beneficiary; is there a problem with your software?,7
Why is my beneficiary not working?,7
Why can't you allow my beneficiary?,7
My transfer to another account was not allowed. Why is that?,7
Why couldn't I transfer to a beneficiairy?,7
I couldn't transfer to an account.,7
My transfer failed to a beneficiary,7
I was unable to transfer to another account.,7
Why was I denied the option to transfer money to a selected beneficiary?,7
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,7
Why is this not letting me exchange crypto? I need help making this transaction go through.,7
I could not transfer to a beneficiary,7
Why cant I transfer to my account?,7
Why  am I being told this  transfer will not  go thru,7
I couldn't transfer money to a beneficiery,7
"While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully.",7
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",7
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",7
My account transfer was blocked.,7
What is preventing me from adding a specific beneficiary?,7
"I couldn't transfer money to my bank, why not?",7
Why cant I send money to a beneficiary?,7
How can I transfer money to a beneficiary?,7
It shows that the transfer on my account wasn't allowed.,7
Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,7
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,7
Why would I receive an error that my transfer isn't possible when I've done it before?,7
My card isn't letting me purchase something and I wanted to know why.,7
Why isn't my beneficiary allowed?,7
is a transfer to a beneficiary allowed?,7
What are then rules on beneficiaries?,7
Why can't I buy cryptocurrency on the app?,7
Payment did not process,7
I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?,7
I am having trouble transferring money to a beneficiery.,7
"Why won't you take my transfer, I keep getting an error message.",7
beneficiary transfer problems?,7
Why would my beneficiary not be allowed?,7
Cancel a transaction,8
Am I able to cancel a transfer I just made,8
"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",8
I made a mistake this morning when I did a transfer. How do I reverse it?,8
Can I cancel a transaction?,8
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",8
How do I revert a transaction?,8
I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,8
How do i cancel a charge?,8
"I didn't want to make a transaction, I want to revert it",8
Is there a way to undo a transaction?,8
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",8
I would like help to revert a transaction I did this morning,8
Please help revert my transaction from this morning.,8
Is there any way to cancel my transfer,8
I messed up a transfer and need to reverse it.,8
"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",8
I made a mistake and performed a transaction on the wrong account!,8
I want to revert a transaction I did this morning,8
I need to change a transfer.,8
How do I cancel a transaction?,8
I need to cancel a transaction please!,8
I want to revert a transaction I did,8
"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",8
I need a transfer cancelled.,8
I did a transaction this morning and now I want to cancel it.,8
A transfer has to be cancelled.,8
Is it possible to cancel a transaction?,8
I messed up and made a transaction using the wrong account.,8
One of my transactions needs to be canceled.,8
I need to stop a transaction that I made.,8
I need to cancel a transfer I made.,8
"My transfer was wrong, are you able to stop it before it goes through please?",8
I used the wrong account.,8
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,8
What are the steps I need to take to cancel a transaction?,8
I would like to cancel a transfer...is this possible?,8
I want to cancel the transaction I made earlier,8
I submitted a transaction but it was for the incorrect account.,8
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",8
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,8
"I don't think the transaction has gone through, so can I cancel a transfer?",8
I wanna revert a transaction i did this morning.,8
I did a transaction to a wrong account!,8
Please help me cancel a transaction.,8
I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,8
How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,8
Please cancel my last transaction.,8
How to cancel a transaction,8
I need to cancel a transfer,8
Help me cancel a transfer.,8
"who do I talk to, to cancel a transfer?",8
Help! I need to cancel a transaction.,8
I made a mistake and need to cancel a transfer.,8
If I make a mistake can I cancel the transaction?,8
I need to cancel a transaction.,8
I don't need to transfer anymore and I want to cancel it.,8
How do I cancel a transfer?,8
"I made a mistake on the last transfer I made, who must I speak with to cancel?",8
Who do I call to cancel a transfer?,8
It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,8
I made a transaction to the wrong account!,8
Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,8
Is there a way to revert a transaction?,8
I have a transaction and would like to know if I it's cancelable?,8
I accidentally made a payment to a wrong account. What should I do?,8
How can I cancel my transfer?,8
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,8
Am I able to stop a transfer?,8
"I made a transaction, but I made it to an account I didn't mean to make it to.",8
stop the transaction,8
I need to reverse a transaction,8
I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,8
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",8
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8
Help me cancel a transaction.,8
"I already made a transfer and want to cancel it, how do I do that?",8
"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",8
I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money away.,8
I want to reverse a transaction I did this morning,8
"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",8
I would like to cancel my previous transaction,8
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,8
"I made a mistake and did a transaction to a wrong account, can I cancel?",8
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",8
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,8
I want to cancel a transaction.,8
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",8
"I no longer want to transfer funds, can we cancel that transaction?",8
"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",8
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,8
I am trying to revert a transcation I did this morning,8
A payment I made is for a wrong amount can you help me correct the mistake.,8
I inadvertently completed a transaction on a wrong account.,8
I used the wrong account number!,8
How can I cancel a transfer I made,8
"I made a mistake of transferring, can I cancel my previous transfer?",8
"I made a mistake when making my last transfer, please cancel before it goes thru.",8
Can I stop a transaction?,8
I wish to cancel a transfer,8
I want to take back my transaction,8
Is it possible for a transaction to be cancelled?,8
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",8
is it possible to cancel transactions?,8
Help! I made a transfer in error and need to cancel it before it's complete!,8
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8
Is it possible to cancel my transfer?,8
How do I fix a transaction to the wrong account?,8
I goofed up and used the wrong account.  Please help.,8
I want to cancel a transfer I just made.,8
Cancel Transaction,8
"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",8
My transaction is on the wrong account.,8
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8
How do I go about cancelling a transaction?,8
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",8
I would like to cancel a transfer,8
"Please help me, there is a transaction in the incorrect account.",8
How can I revert a transaction from this morning?,8
How do I cancel a recent transfer?,8
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,8
I made a transaction this morning but I need to revert it now.,8
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,8
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8
I made a transfer into my account and now I need to cancel it,8
"Cancel my transfer, please.",8
I need to cancel a transaction immediately.,8
Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,8
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,8
Can I cancel a transfer I made,8
Where do I go to cancel a transaction?,8
How can I cancel a transaction to a wrong account?,8
There's been a transaction to the wrong account.,8
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8
I want to revert this mornings transaction.,8
"I didn't mean to do the transfer, is there any way to cancel it?",8
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,8
Cancelling a transaction,8
The wrong account was used during a transaction.,8
I just initiated a transfer but I'd like to cancel it.,8
My morning transaction needs to be canceled.,8
My transaction from earlier needs to be reversed.,8
I recently made a transfer that I would like to cancel,8
"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",8
What do I need to do to cancel a transaction?,8
How can I cancel this transaction?,8
Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,8
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,8
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8
I want to cancel a transaction from this morning.,8
A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,8
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,8
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,8
There was a transaction this morning that I'd like to reverse.,8
What do I have to do to cancel a transfer?,8
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8
please cancel the transaction,8
Are there any express fees if i want my new card faster?,9
Do I need to do something to get a new card once it expires?,9
"I am overseas in China, can I get a replacement card?",9
Can I get a new card with new expiration date in China?,9
Are there restrictions on new cards in China?,9
"Need a new card, mine is expiring.",9
"I need a new card to replace an expired one. Will it cost anything, and how soon?",9
My card expires next week. How do I get a new one?,9
What is the cost and time frame of getting a new card?,9
Is it possible to get a new card in China?,9
Does it cost much or take long to get a new card? Mine is about to expire.,9
Are there steps I need to take before my card expires?,9
My card is about to expire.  How do I get a new card?,9
Will I receive a new card when mine expires?,9
My card is due to expire,9
What do I do if my card expires soon?,9
"If I am in China, can I still order a new card and if so, how?",9
"In a month, my card will reach its expiration date, am I required to request the next card?",9
What happens if my card expires?,9
"My card's expiring a month from now, should I place an order for the new card?",9
Will I be sent a new card before mine expires?,9
The date my card expires is coming up,9
How can I replace an expired card?,9
How do I get a new card sent to China?,9
After my card expires what should I do?,9
My card is about to expire. What do I need to do to keep using my card?,9
"My card will expire soon, do I need to order a new one?",9
Where can I have a new bank card sent to China?,9
I'm in China and need a new card. Please help.,9
Tell me what I should do after my card expires.,9
How do I know when my card will expire?,9
What is the procedure for an expired card?,9
